practice_id,accepting_adults,accepting_children,last_reported
V008344,no,no,2026-02-11
V003409,yes,yes,2026-02-11
V010046,no,no,2026-02-11
V006439,no,no,2026-02-11
V002603,no,no,2026-02-11
V391717,unknown,unknown,2026-02-11
V391993,unknown,unknown,2026-02-11
V002899,no,yes,2026-02-11
V004722,yes,yes,2026-02-11
V002124,unknown,unknown,2026-02-11
V024366,yes,yes,2026-02-11
V007197,no,no,2026-02-11
V009790,no,no,2026-02-11
V011587,no,no,2026-02-11
V004358,yes,yes,2026-02-11
V016320,no,yes,2026-02-11
V393651,no,no,2026-02-11
V394353,unknown,unknown,2026-02-11
V395541,unknown,unknown,2026-02-11
V395542,unknown,unknown,2026-02-11
V396183,no,no,2026-02-11
V000553,no,yes,2026-02-11
V014571,no,no,2026-02-11
V002297,yes,yes,2026-02-11
V012503,yes,yes,2026-02-11
V013054,no,no,2026-02-11
V012757,yes,yes,2026-02-11
V010569,no,no,2026-02-11
V011630,unknown,unknown,2026-02-11
V002428,no,no,2026-02-11
V012201,no,no,2026-02-11
V005921,no,no,2026-02-11
V014157,no,no,2026-02-11
V005471,yes,yes,2026-02-11
V007660,no,no,2026-02-11
V006207,no,no,2026-02-11
V006410,yes,yes,2026-02-11
V007323,yes,yes,2026-02-11
V007891,no,no,2026-02-11
V005990,no,yes,2026-02-11
V005986,no,no,2026-02-11
V002757,yes,yes,2026-02-11
V002740,yes,yes,2026-02-11
V008150,yes,yes,2026-02-11
V013418,no,no,2026-02-11
V003215,no,no,2026-02-11
V003243,yes,yes,2026-02-11
V003255,yes,yes,2026-02-11
V000158,no,yes,2026-02-11
V014273,yes,yes,2026-02-11
V000163,no,no,2026-02-11
V005343,yes,yes,2026-02-11
V005389,yes,yes,2026-02-11
V006763,no,no,2026-02-11
V016658,no,no,2026-02-11
V005367,no,no,2026-02-11
V007691,no,no,2026-02-11
V000348,yes,yes,2026-02-11
V000197,no,no,2026-02-11
V000355,no,yes,2026-02-11
V000280,yes,yes,2026-02-11
V004354,no,no,2026-02-11
V008328,no,yes,2026-02-11
V005130,yes,yes,2026-02-11
V003375,no,yes,2026-02-11
V337941,no,no,2026-02-11
V011516,no,no,2026-02-11
V004715,no,no,2026-02-11
V000623,yes,yes,2026-02-11
V007007,no,no,2026-02-11
V010722,yes,yes,2026-02-11
V017584,no,no,2026-02-11
V016906,yes,yes,2026-02-11
V014329,no,no,2026-02-11
V000494,yes,yes,2026-02-11
V000310,no,no,2026-02-11
V020242,no,yes,2026-02-11
V015018,no,no,2026-02-11
V000681,no,no,2026-02-11
V000321,no,no,2026-02-11
V022127,no,no,2026-02-11
V009245,no,yes,2026-02-11
V002031,yes,yes,2026-02-11
V013180,yes,yes,2026-02-11
V011585,no,no,2026-02-11
V012817,no,no,2026-02-11
V012928,no,no,2026-02-11
V002845,yes,yes,2026-02-11
V006345,yes,yes,2026-02-11
V016763,no,yes,2026-02-11
V003100,no,no,2026-02-11
V007889,yes,yes,2026-02-11
V004499,no,no,2026-02-11
V006797,yes,yes,2026-02-11
V005852,no,no,2026-02-11
V001330,yes,yes,2026-02-11
V005795,yes,yes,2026-02-11
V011692,no,no,2026-02-11
V002458,no,no,2026-02-11
V001627,yes,yes,2026-02-11
V003487,no,no,2026-02-11
V006937,no,yes,2026-02-11
V005756,yes,yes,2026-02-11
V006276,yes,yes,2026-02-11
V006125,no,no,2026-02-11
V001585,no,no,2026-02-11
V013508,yes,yes,2026-02-11
V030186,yes,yes,2026-02-11
V008710,yes,yes,2026-02-11
V006542,yes,yes,2026-02-11
V002203,no,no,2026-02-11
V000527,no,yes,2026-02-11
V013363,no,yes,2026-02-11
V042304,yes,yes,2026-02-11
V042451,yes,yes,2026-02-11
V008915,no,no,2026-02-11
V029363_1,yes,yes,2026-02-11
V009821,unknown,unknown,2026-02-11
V008892,yes,yes,2026-02-11
V029363,no,no,2026-02-11
V029638,yes,yes,2026-02-11
V014671,yes,yes,2026-02-11
V008957,no,no,2026-02-11
V008819,no,no,2026-02-11
V003588,no,no,2026-02-11
V024805,unknown,unknown,2026-02-11
V010054,no,no,2026-02-11
V009254,no,no,2026-02-11
V026861,yes,yes,2026-02-11
V044834,yes,yes,2026-02-11
V041373,unknown,unknown,2026-02-11
V021730,unknown,unknown,2026-02-11
V044120,no,no,2026-02-11
V025549,no,no,2026-02-11
V042115,no,no,2026-02-11
V024950,unknown,unknown,2026-02-11
V045089,no,no,2026-02-11
V051957,no,no,2026-02-11
V059367,no,no,2026-02-11
V093294,no,no,2026-02-11
V031671,yes,yes,2026-02-11
V235841,no,no,2026-02-11
V213970,no,no,2026-02-11
V001070,no,no,2026-02-11
V134970,unknown,unknown,2026-02-11
V031998,unknown,unknown,2026-02-11
V000990,unknown,unknown,2026-02-11
V060697,unknown,unknown,2026-02-11
V012704,no,yes,2026-02-11
V202595,yes,no,2026-02-11
V150155,unknown,unknown,2026-02-11
V045273,unknown,unknown,2026-02-11
V097541,unknown,unknown,2026-02-11
V216385,no,no,2026-02-11
V045649,yes,yes,2026-02-11
V131696,no,no,2026-02-11
V274666,no,yes,2026-02-11
V029933,no,yes,2026-02-11
V050767,no,no,2026-02-11
V012690,no,no,2026-02-11
V044614,no,no,2026-02-11
V045272,no,no,2026-02-11
V018143,no,no,2026-02-11
V248155,unknown,unknown,2026-02-11
V328763,no,yes,2026-02-11
V043431,no,no,2026-02-11
V309273,unknown,unknown,2026-02-11
V000892,no,no,2026-02-11
V331152,yes,yes,2026-02-11
V042062,no,no,2026-02-11
V263052,no,no,2026-02-11
V255729,unknown,unknown,2026-02-11
V261332,yes,yes,2026-02-11
V367350,no,no,2026-02-11
V368044,unknown,unknown,2026-02-11
V368240,unknown,unknown,2026-02-11
V362430,unknown,unknown,2026-02-11
V362807,no,yes,2026-02-11
V363659,no,no,2026-02-11
V370029,yes,yes,2026-02-11
V370399,unknown,unknown,2026-02-11
V356282,yes,yes,2026-02-11
V001624,unknown,unknown,2026-02-11
V000070,no,yes,2026-02-11
V000069,no,no,2026-02-11
V003669,no,no,2026-02-11
V000068,no,yes,2026-02-11
V010741,no,no,2026-02-11
V001039,yes,yes,2026-02-11
V001045,no,no,2026-02-11
V002346,no,no,2026-02-11
V001901,yes,yes,2026-02-11
V001034,yes,yes,2026-02-11
V005304,no,no,2026-02-11
V005179,no,no,2026-02-11
V007669,no,no,2026-02-11
V016971,no,yes,2026-02-11
V007667,no,no,2026-02-11
V005320,no,no,2026-02-11
V005395,no,no,2026-02-11
V005434,no,no,2026-02-11
V005259,no,no,2026-02-11
V007677,no,yes,2026-02-11
V005265,yes,yes,2026-02-11
V001746,yes,yes,2026-02-11
V007165,yes,yes,2026-02-11
V007646,no,no,2026-02-11
V004255,yes,yes,2026-02-11
V012101,no,no,2026-02-11
V003279,unknown,unknown,2026-02-11
V003305,no,yes,2026-02-11
V004247,yes,yes,2026-02-11
V004192,yes,yes,2026-02-11
V003304,no,no,2026-02-11
V004938,no,no,2026-02-11
V004217,yes,no,2026-02-11
V001080,yes,yes,2026-02-11
V004532,yes,yes,2026-02-11
V005001,no,yes,2026-02-11
V004988,no,no,2026-02-11
V005622,no,no,2026-02-11
V001108,no,yes,2026-02-11
V004037,yes,yes,2026-02-11
V001122,unknown,unknown,2026-02-11
V001829,no,no,2026-02-11
V002411,no,no,2026-02-11
V004068,yes,yes,2026-02-11
V005798,no,yes,2026-02-11
V001949,no,no,2026-02-11
V006032,no,no,2026-02-11
V002434,yes,yes,2026-02-11
V001842,yes,yes,2026-02-11
V386987,yes,yes,2026-02-11
V388508,no,yes,2026-02-11
V374371,unknown,unknown,2026-02-11
V002923,no,no,2026-02-11
V004491,no,yes,2026-02-11
V003078,no,no,2026-02-11
V002794,no,no,2026-02-11
V006481,yes,yes,2026-02-11
V005814,unknown,unknown,2026-02-11
V011285,no,yes,2026-02-11
V008736,no,no,2026-02-11
V008647,no,yes,2026-02-11
V001597,no,no,2026-02-11
V001660,yes,yes,2026-02-11
V004778,no,no,2026-02-11
V007731,no,no,2026-02-11
V001720,no,no,2026-02-11
V000041,no,no,2026-02-11
V001632,no,yes,2026-02-11
V001568,no,no,2026-02-11
V003351,yes,yes,2026-02-11
V009276,yes,yes,2026-02-11
V001658,no,no,2026-02-11
V008436,yes,yes,2026-02-11
V002991,unknown,unknown,2026-02-11
V002469,yes,yes,2026-02-11
V007633,no,no,2026-02-11
V006515,no,no,2026-02-11
V006505,no,no,2026-02-11
V012092,no,no,2026-02-11
V006692,yes,yes,2026-02-11
V002722,no,yes,2026-02-11
V003787,no,no,2026-02-11
V003326,unknown,unknown,2026-02-11
V003318,no,no,2026-02-11
V004839,yes,yes,2026-02-11
V001180,no,no,2026-02-11
V003475,no,yes,2026-02-11
V012221,no,no,2026-02-11
V004981,no,no,2026-02-11
V003888,no,no,2026-02-11
V010129,no,no,2026-02-11
V007085,yes,yes,2026-02-11
V003591,no,no,2026-02-11
V003317,yes,yes,2026-02-11
V001430,no,yes,2026-02-11
V001282,no,no,2026-02-11
V380116,no,no,2026-02-11
V001757,no,no,2026-02-11
V005999,no,no,2026-02-11
V003578,no,no,2026-02-11
V007857,yes,yes,2026-02-11
V013078,no,no,2026-02-11
V007512,no,no,2026-02-11
V012530,no,no,2026-02-11
V006986,yes,yes,2026-02-11
V002582,no,no,2026-02-11
V006277,no,no,2026-02-11
V017733,no,yes,2026-02-11
V008600,no,yes,2026-02-11
V008601,no,yes,2026-02-11
V009102,yes,yes,2026-02-11
V008734,yes,yes,2026-02-11
V001433,no,yes,2026-02-11
V001426,no,no,2026-02-11
V000900,no,no,2026-02-11
V006707,yes,yes,2026-02-11
V006551,unknown,unknown,2026-02-11
V001268,yes,yes,2026-02-11
V002432,no,no,2026-02-11
V008608,yes,yes,2026-02-11
V005360,no,no,2026-02-11
V007596,yes,yes,2026-02-11
V007560,yes,yes,2026-02-11
V008037,no,no,2026-02-11
V007836,no,no,2026-02-11
V001134,no,no,2026-02-11
V000704,no,no,2026-02-11
V001125,no,no,2026-02-11
V009833,no,no,2026-02-11
V014621,yes,yes,2026-02-11
V398701,unknown,unknown,2026-02-11
V000720,no,no,2026-02-11
V001177,no,no,2026-02-11
V001128,no,no,2026-02-11
V023641,no,no,2026-02-11
V007389,no,no,2026-02-11
V004584,yes,yes,2026-02-11
V005096,no,no,2026-02-11
V004865,no,yes,2026-02-11
V005663,no,no,2026-02-11
V009180,yes,yes,2026-02-11
V006020,no,yes,2026-02-11
V001975,no,no,2026-02-11
V003860,no,no,2026-02-11
V003808,no,no,2026-02-11
V004519,unknown,unknown,2026-02-11
V000967,unknown,unknown,2026-02-11
V013607,no,no,2026-02-11
V003154,yes,yes,2026-02-11
V004658,no,no,2026-02-11
V005066,no,no,2026-02-11
V001334,no,no,2026-02-11
V012784,yes,yes,2026-02-11
V002514,yes,yes,2026-02-11
V002518,yes,yes,2026-02-11
V003474,yes,yes,2026-02-11
V002502,yes,yes,2026-02-11
V000761,no,no,2026-02-11
V010069,no,yes,2026-02-11
V025662,no,no,2026-02-11
V000491,no,no,2026-02-11
V001390,no,no,2026-02-11
V002371,no,no,2026-02-11
V004534,no,no,2026-02-11
V005583,no,no,2026-02-11
V003209,no,no,2026-02-11
V006854,yes,yes,2026-02-11
V012959,no,no,2026-02-11
V012179,no,no,2026-02-11
V002783,no,no,2026-02-11
V004515,no,no,2026-02-11
V002044,no,no,2026-02-11
V011364,no,no,2026-02-11
V013790,no,no,2026-02-11
V011048,no,no,2026-02-11
V007565,unknown,unknown,2026-02-11
V021318,unknown,unknown,2026-02-11
V004457,no,no,2026-02-11
V006471,yes,yes,2026-02-11
V006740,yes,yes,2026-02-11
V006742,no,no,2026-02-11
V006553,no,yes,2026-02-11
V001298,no,no,2026-02-11
V007613,yes,yes,2026-02-11
V007065,no,no,2026-02-11
V001321,no,no,2026-02-11
V012470,yes,yes,2026-02-11
V002344,no,no,2026-02-11
V006365,yes,yes,2026-02-11
V006409,unknown,unknown,2026-02-11
V025213,yes,yes,2026-02-11
V008604,no,no,2026-02-11
V008102,no,no,2026-02-11
V381857,yes,yes,2026-02-11
V385911,unknown,unknown,2026-02-11
V004598,unknown,unknown,2026-02-11
V004577,no,yes,2026-02-11
V000630,no,yes,2026-02-11
V001162,yes,yes,2026-02-11
V001166,yes,yes,2026-02-11
V002226,no,yes,2026-02-11
V001527,no,yes,2026-02-11
V004611,unknown,unknown,2026-02-11
V012428,no,no,2026-02-11
V014060,no,no,2026-02-11
V013686,yes,yes,2026-02-11
V014093,yes,yes,2026-02-11
V012897,no,no,2026-02-11
V013258,no,no,2026-02-11
V004025,yes,yes,2026-02-11
V005684,no,yes,2026-02-11
V005630,no,no,2026-02-11
V005681,yes,yes,2026-02-11
V014118,yes,yes,2026-02-11
V004197,no,yes,2026-02-11
V014008,no,no,2026-02-11
V003752,yes,yes,2026-02-11
V011931,yes,yes,2026-02-11
V004308,no,yes,2026-02-11
V013433,no,yes,2026-02-11
V004878,no,yes,2026-02-11
V004313,yes,yes,2026-02-11
V004276,no,no,2026-02-11
V003413,no,no,2026-02-11
V003389,no,no,2026-02-11
V002597,no,no,2026-02-11
V004727,no,no,2026-02-11
V007943,no,no,2026-02-11
V006054,no,no,2026-02-11
V002617,no,no,2026-02-11
V008550,no,no,2026-02-11
V008055,no,no,2026-02-11
V010590,no,no,2026-02-11
V006446,yes,yes,2026-02-11
V012273,yes,yes,2026-02-11
V006498,no,no,2026-02-11
V004062,no,no,2026-02-11
V005498,yes,yes,2026-02-11
V004081,yes,yes,2026-02-11
V012869,unknown,unknown,2026-02-11
V001519,no,no,2026-02-11
V007244,yes,yes,2026-02-11
V312409,unknown,unknown,2026-02-11
V007030,yes,yes,2026-02-11
V000066,yes,yes,2026-02-11
V003353,no,no,2026-02-11
V013175,no,no,2026-02-11
V006951,yes,yes,2026-02-11
V007236,no,yes,2026-02-11
V005698,yes,yes,2026-02-11
V030919,no,yes,2026-02-11
V001069,no,no,2026-02-11
V005928,no,no,2026-02-11
V000745,yes,yes,2026-02-11
V006738,yes,yes,2026-02-11
V000864,no,no,2026-02-11
V007779,no,no,2026-02-11
V000751,no,no,2026-02-11
V004880,no,no,2026-02-11
V009255,unknown,unknown,2026-02-11
V012174,no,no,2026-02-11
V001453,no,no,2026-02-11
V011247,unknown,unknown,2026-02-11
V006487,no,no,2026-02-11
V011539,yes,yes,2026-02-11
V000240,yes,yes,2026-02-11
V000663,yes,yes,2026-02-11
V001576,yes,yes,2026-02-11
V011063,no,no,2026-02-11
V004729,yes,yes,2026-02-11
V003739,yes,yes,2026-02-11
V000228,yes,yes,2026-02-11
V000464,yes,yes,2026-02-11
V000674,yes,yes,2026-02-11
V000675,yes,yes,2026-02-11
V009849,no,no,2026-02-11
V391230,unknown,unknown,2026-02-11
V391715,unknown,unknown,2026-02-11
V012773,no,no,2026-02-11
V002233,yes,yes,2026-02-11
V003543,yes,yes,2026-02-11
V003527,no,no,2026-02-11
V020154,no,yes,2026-02-11
V002939,no,yes,2026-02-11
V393875,no,yes,2026-02-11
V000510,no,no,2026-02-11
V395346,unknown,unknown,2026-02-11
V016302,no,yes,2026-02-11
V007585,yes,yes,2026-02-11
V004295,yes,yes,2026-02-11
V002235,no,no,2026-02-11
V011873,no,no,2026-02-11
V009311,unknown,unknown,2026-02-11
V004590,yes,yes,2026-02-11
V012523,yes,yes,2026-02-11
V006412,no,no,2026-02-11
V017690,yes,yes,2026-02-11
V005047,yes,yes,2026-02-11
V006401,yes,yes,2026-02-11
V012540,no,yes,2026-02-11
V013049,no,no,2026-02-11
V005988,no,yes,2026-02-11
V008204,no,no,2026-02-11
V005645,yes,yes,2026-02-11
V004886,yes,yes,2026-02-11
V008306,no,no,2026-02-11
V002731,yes,yes,2026-02-11
V002756,yes,yes,2026-02-11
V002750,no,yes,2026-02-11
V008565,yes,yes,2026-02-11
V007500,no,no,2026-02-11
V003101,no,no,2026-02-11
V003120,no,no,2026-02-11
V002837,yes,yes,2026-02-11
V002714,yes,yes,2026-02-11
V005351,no,no,2026-02-11
V008493,no,no,2026-02-11
V003085,no,no,2026-02-11
V002959,yes,yes,2026-02-11
V005392,no,no,2026-02-11
V000869,no,no,2026-02-11
V008029,no,no,2026-02-11
V005238,no,no,2026-02-11
V007725,no,no,2026-02-11
V007914,no,no,2026-02-11
V007776,no,no,2026-02-11
V000400,no,yes,2026-02-11
V000352,yes,yes,2026-02-11
V000254,no,no,2026-02-11
V005071,yes,yes,2026-02-11
V004926,no,yes,2026-02-11
V005506,no,yes,2026-02-11
V008338,no,no,2026-02-11
V009010,no,yes,2026-02-11
V008998,no,yes,2026-02-11
V005780,no,yes,2026-02-11
V005440,yes,yes,2026-02-11
V000301,no,no,2026-02-11
V016511,yes,yes,2026-02-11
V014816,no,no,2026-02-11
V002765,no,no,2026-02-11
V002120,no,no,2026-02-11
V002106,unknown,unknown,2026-02-11
V008519,unknown,unknown,2026-02-11
V007050,yes,yes,2026-02-11
V027961,no,no,2026-02-11
V000742,yes,yes,2026-02-11
V019639,no,no,2026-02-11
V014765,no,no,2026-02-11
V008936,yes,yes,2026-02-11
V003582,no,no,2026-02-11
V000570,no,no,2026-02-11
V012038,yes,yes,2026-02-11
V022426,unknown,unknown,2026-02-11
V008959,no,no,2026-02-11
V043653,no,no,2026-02-11
V039744,unknown,unknown,2026-02-11
V009490,yes,yes,2026-02-11
V030405,unknown,unknown,2026-02-11
V001050,no,no,2026-02-11
V000921,no,no,2026-02-11
V007107,yes,yes,2026-02-11
V012268,no,no,2026-02-11
V011535,no,no,2026-02-11
V012378,no,no,2026-02-11
V000281,no,no,2026-02-11
V002641,yes,yes,2026-02-11
V000294,no,yes,2026-02-11
V002471,no,no,2026-02-11
V004629,no,yes,2026-02-11
V009298,yes,yes,2026-02-11
V007865,yes,yes,2026-02-11
V007751,yes,yes,2026-02-11
V008359,no,no,2026-02-11
V008609,no,no,2026-02-11
V004200,no,yes,2026-02-11
V005572,no,no,2026-02-11
V007090,no,no,2026-02-11
V004832,yes,yes,2026-02-11
V004866,yes,yes,2026-02-11
V005427,no,yes,2026-02-11
V007972,unknown,unknown,2026-02-11
V002595,no,yes,2026-02-11
V013400,no,no,2026-02-11
V004807,no,no,2026-02-11
V000803,yes,yes,2026-02-11
V014047,yes,yes,2026-02-11
V007077,no,no,2026-02-11
V003324,yes,yes,2026-02-11
V008386,no,no,2026-02-11
V006074,yes,yes,2026-02-11
V006113,yes,yes,2026-02-11
V010634,yes,yes,2026-02-11
V007723,no,yes,2026-02-11
V005079,no,no,2026-02-11
V013419,yes,yes,2026-02-11
V013763,no,no,2026-02-11
V010959,yes,yes,2026-02-11
V014003,no,no,2026-02-11
V012509,unknown,unknown,2026-02-11
V005458,yes,yes,2026-02-11
V002242,yes,yes,2026-02-11
V007694,no,no,2026-02-11
V007049,yes,yes,2026-02-11
V007139,no,no,2026-02-11
V017267,no,no,2026-02-11
V011790,no,no,2026-02-11
V042600,no,no,2026-02-11
V030334,no,no,2026-02-11
V010208,unknown,unknown,2026-02-11
V008666,no,no,2026-02-11
V008663,no,no,2026-02-11
V008827,no,no,2026-02-11
V024946,unknown,unknown,2026-02-11
V024999,no,no,2026-02-11
V002986,unknown,unknown,2026-02-11
V011383,yes,yes,2026-02-11
V007046,no,no,2026-02-11
V002116,no,no,2026-02-11
V007011,no,no,2026-02-11
V003407,no,no,2026-02-11
V007133,no,no,2026-02-11
V011469,no,no,2026-02-11
V028868,yes,yes,2026-02-11
V013600,no,yes,2026-02-11
V045016,no,no,2026-02-11
V054470,no,yes,2026-02-11
V053472,no,no,2026-02-11
V040292,unknown,unknown,2026-02-11
V175698,no,no,2026-02-11
V019802,yes,yes,2026-02-11
V038145,unknown,unknown,2026-02-11
V061628,yes,yes,2026-02-11
V062386,no,no,2026-02-11
V045291,unknown,unknown,2026-02-11
V010977,unknown,unknown,2026-02-11
V009990,unknown,unknown,2026-02-11
V042478,unknown,unknown,2026-02-11
V143457,no,no,2026-02-11
V135401,yes,yes,2026-02-11
V043571,unknown,unknown,2026-02-11
V072492,no,no,2026-02-11
V055676,no,no,2026-02-11
V061573,unknown,unknown,2026-02-11
V065243,no,no,2026-02-11
V202333,unknown,unknown,2026-02-11
V017907,no,no,2026-02-11
V031083,no,no,2026-02-11
V036551,unknown,unknown,2026-02-11
V205855,yes,yes,2026-02-11
V211879,no,no,2026-02-11
V211885,no,no,2026-02-11
V120679,unknown,unknown,2026-02-11
V028663,unknown,unknown,2026-02-11
V039341,no,no,2026-02-11
V010546,no,no,2026-02-11
V134989,no,no,2026-02-11
V142237,no,no,2026-02-11
V142269,no,no,2026-02-11
V014875,unknown,unknown,2026-02-11
V163123,yes,yes,2026-02-11
V284030,no,no,2026-02-11
V285261,no,no,2026-02-11
V398627,unknown,unknown,2026-02-11
V252065,no,yes,2026-02-11
V267481,yes,yes,2026-02-11
V043774,unknown,unknown,2026-02-11
V272081,unknown,unknown,2026-02-11
V248234,unknown,unknown,2026-02-11
V297868,no,no,2026-02-11
V284827,no,no,2026-02-11
V284828,no,no,2026-02-11
V044908,unknown,unknown,2026-02-11
V301780,no,no,2026-02-11
V352287,no,no,2026-02-11
V352571,no,yes,2026-02-11
V357574,yes,yes,2026-02-11
V362741,unknown,unknown,2026-02-11
V363046,yes,yes,2026-02-11
V364451,unknown,unknown,2026-02-11
V368474,unknown,unknown,2026-02-11
V353821,yes,yes,2026-02-11
V355978,yes,yes,2026-02-11
V038885,yes,yes,2026-02-11
V370667,unknown,unknown,2026-02-11
V387792,no,yes,2026-02-11
V040797,unknown,unknown,2026-02-11
V389905,unknown,unknown,2026-02-11
V375383,yes,yes,2026-02-11
V379335,no,yes,2026-02-11
V003288,yes,yes,2026-02-11
V002594,no,no,2026-02-11
V006525,no,no,2026-02-11
V007755,yes,yes,2026-02-11
V009427,no,no,2026-02-11
V004487,no,no,2026-02-11
V002998,no,no,2026-02-11
V004785,no,no,2026-02-11
V002974,yes,yes,2026-02-11
V001617,no,no,2026-02-11
V005807,no,no,2026-02-11
V020021,yes,yes,2026-02-11
V001652,no,no,2026-02-11
V004574,no,yes,2026-02-11
V001651,yes,yes,2026-02-11
V013109,yes,yes,2026-02-11
V001679,no,no,2026-02-11
V002012,yes,yes,2026-02-11
V001715,no,no,2026-02-11
V001605,no,no,2026-02-11
V001612,no,no,2026-02-11
V025895,yes,no,2026-02-11
V004791,no,no,2026-02-11
V001667,yes,yes,2026-02-11
V008786,no,no,2026-02-11
V003483,no,no,2026-02-11
V003490,no,no,2026-02-11
V003002,yes,yes,2026-02-11
V005175,no,yes,2026-02-11
V007494,no,no,2026-02-11
V007827,yes,yes,2026-02-11
V007491,no,no,2026-02-11
V005112,no,no,2026-02-11
V003909,yes,yes,2026-02-11
V010457,no,no,2026-02-11
V003900,no,no,2026-02-11
V001980,yes,yes,2026-02-11
V013481,yes,yes,2026-02-11
V006285,yes,yes,2026-02-11
V001335,yes,yes,2026-02-11
V003665,no,no,2026-02-11
V001670,no,no,2026-02-11
V003697,yes,yes,2026-02-11
V008972,no,no,2026-02-11
V004203,yes,yes,2026-02-11
V000131,no,no,2026-02-11
V003671,no,no,2026-02-11
V000125,yes,yes,2026-02-11
V003660,no,no,2026-02-11
V000124,yes,yes,2026-02-11
V001036,yes,yes,2026-02-11
V001038,yes,yes,2026-02-11
V001794,no,no,2026-02-11
V002345,no,no,2026-02-11
V005432,no,no,2026-02-11
V001897,no,yes,2026-02-11
V001181,no,no,2026-02-11
V005266,no,no,2026-02-11
V000188,no,no,2026-02-11
V005396,no,no,2026-02-11
V011822,no,no,2026-02-11
V005443,no,no,2026-02-11
V011312,no,yes,2026-02-11
V008261,no,no,2026-02-11
V013173,no,no,2026-02-11
V007174,no,no,2026-02-11
V001903,unknown,unknown,2026-02-11
V004190,yes,yes,2026-02-11
V007431,no,no,2026-02-11
V004183,no,no,2026-02-11
V008266,no,no,2026-02-11
V004287,yes,yes,2026-02-11
V003284,no,no,2026-02-11
V004133,yes,yes,2026-02-11
V002584,yes,yes,2026-02-11
V001251,no,no,2026-02-11
V004905,yes,yes,2026-02-11
V004529,yes,yes,2026-02-11
V001541,unknown,unknown,2026-02-11
V000765,yes,yes,2026-02-11
V005624,no,no,2026-02-11
V005657,no,no,2026-02-11
V002549,no,no,2026-02-11
V001986,unknown,unknown,2026-02-11
V001578,unknown,unknown,2026-02-11
V017904,yes,yes,2026-02-11
V003177,no,no,2026-02-11
V000879,no,no,2026-02-11
V002577,no,no,2026-02-11
V008006,yes,yes,2026-02-11
V008602,no,yes,2026-02-11
V007939,no,yes,2026-02-11
V006380,no,no,2026-02-11
V008757,no,yes,2026-02-11
V007387,no,no,2026-02-11
V001789,yes,yes,2026-02-11
V001784,yes,yes,2026-02-11
V006936,unknown,unknown,2026-02-11
V006977,unknown,unknown,2026-02-11
V012836,no,yes,2026-02-11
V007923,no,yes,2026-02-11
V006119,yes,yes,2026-02-11
V001414,no,yes,2026-02-11
V006918,no,no,2026-02-11
V008044,no,no,2026-02-11
V008254,yes,yes,2026-02-11
V013926,no,yes,2026-02-11
V006729,unknown,unknown,2026-02-11
V014099,no,no,2026-02-11
V012146,no,no,2026-02-11
V012289,no,no,2026-02-11
V009952,yes,yes,2026-02-11
V004816,no,no,2026-02-11
V002427,unknown,unknown,2026-02-11
V005376,no,no,2026-02-11
V007529,no,yes,2026-02-11
V005339,no,no,2026-02-11
V007528,yes,yes,2026-02-11
V003091,no,no,2026-02-11
V401984,unknown,unknown,2026-02-11
V001958,no,no,2026-02-11
V007452,no,no,2026-02-11
V001978,yes,yes,2026-02-11
V001007,no,no,2026-02-11
V004335,no,no,2026-02-11
V016915,no,no,2026-02-11
V012684,yes,yes,2026-02-11
V002654,no,no,2026-02-11
V003139,no,no,2026-02-11
V002651,no,no,2026-02-11
V007896,no,yes,2026-02-11
V005559,no,no,2026-02-11
V002476,no,no,2026-02-11
V001143,no,no,2026-02-11
V000809,no,no,2026-02-11
V007534,no,no,2026-02-11
V007455,yes,yes,2026-02-11
V004971,yes,yes,2026-02-11
V009284,no,yes,2026-02-11
V006571,no,no,2026-02-11
V006452,no,no,2026-02-11
V007182,no,no,2026-02-11
V012838,no,yes,2026-02-11
V007229,no,yes,2026-02-11
V007250,no,no,2026-02-11
V028008,no,no,2026-02-11
V006787,no,no,2026-02-11
V006055,yes,yes,2026-02-11
V006256,no,yes,2026-02-11
V006951_1,yes,yes,2026-02-11
V001342,yes,yes,2026-02-11
V006968,yes,yes,2026-02-11
V001522,no,yes,2026-02-11
V006988,no,yes,2026-02-11
V001707,no,yes,2026-02-11
V002801,no,no,2026-02-11
V006109,no,no,2026-02-11
V002972,no,no,2026-02-11
V002968,no,no,2026-02-11
V006076,yes,yes,2026-02-11
V014141,no,no,2026-02-11
V007080,no,no,2026-02-11
V000991,yes,yes,2026-02-11
V004782,yes,yes,2026-02-11
V012919,no,no,2026-02-11
V029185,no,no,2026-02-11
V004237,no,no,2026-02-11
V008017,no,no,2026-02-11
V004150,no,no,2026-02-11
V007461,yes,yes,2026-02-11
V007968,no,no,2026-02-11
V007920,no,no,2026-02-11
V030410,unknown,unknown,2026-02-11
V401573,unknown,unknown,2026-02-11
V402757,unknown,unknown,2026-02-11
V403201,unknown,unknown,2026-02-11
V014735,no,no,2026-02-11
V007117,no,no,2026-02-11
V007121,no,no,2026-02-11
V007944,no,yes,2026-02-11
V002205,unknown,unknown,2026-02-11
V000241,no,no,2026-02-11
V000243,no,no,2026-02-11
V002708,no,no,2026-02-11
V004082,yes,yes,2026-02-11
V003293,yes,yes,2026-02-11
V002305,no,no,2026-02-11
V004106,yes,yes,2026-02-11
V003984,yes,yes,2026-02-11
V007410,no,no,2026-02-11
V006916,no,no,2026-02-11
V004686,no,no,2026-02-11
